0,LLC,0,6,2,2,1,1,0,0,0,0,
0,LLC,1,6,2,2,1,1,0,0,0,0,
0,LLC,2,6,2,2,1,1,0,0,0,0,
0,LLC,3,6,2,2,1,1,0,0,0,0,
0,LLC,4,6,2,2,1,1,0,0,0,0,
0,LLC,5,6,2,2,1,1,0,0,0,0,
0,LLC,6,6,2,2,1,1,0,0,0,0,
0,LLC,7,6,2,2,1,1,0,0,0,0,
0,LLC,8,6,2,2,1,1,0,0,0,0,
0,LLC,9,6,2,2,1,1,0,0,0,0,
0,LLC,10,6,2,2,1,1,0,0,0,0,
0,LLC,11,6,2,2,1,1,0,0,0,0,
0,LLC,12,6,2,2,1,1,0,0,0,0,
0,LLC,13,6,2,2,1,1,0,0,0,0,
0,LLC,14,6,2,2,1,1,0,0,0,0,
0,LLC,15,6,2,2,1,1,0,0,0,0,
0,LLC,16,6,2,2,1,1,0,0,0,0,
0,LLC,17,6,2,2,1,1,0,0,0,0,
0,LLC,18,6,2,2,1,1,0,0,0,0,
0,LLC,19,6,2,2,1,1,0,0,0,0,
0,LLC,20,6,2,2,1,1,0,0,0,0,
0,LLC,21,6,2,2,1,1,0,0,0,0,
0,LLC,22,6,2,2,1,1,0,0,0,0,
0,LLC,23,6,2,2,1,1,0,0,0,0,
0,LLC,24,6,2,2,1,1,0,0,0,0,
0,LLC,25,6,2,2,1,1,0,0,0,0,
0,LLC,26,6,2,2,1,1,0,0,0,0,
0,LLC,27,6,2,2,1,1,0,0,0,0,
0,LLC,28,6,2,2,1,1,0,0,0,0,
0,LLC,29,6,2,2,1,1,0,0,0,0,
0,LLC,30,6,2,2,1,1,0,0,0,0,
0,LLC,31,6,2,2,1,1,0,0,0,0,
0,LLC,32,6,2,2,1,1,0,0,0,0,
0,LLC,33,6,2,2,1,1,0,0,0,0,
0,LLC,34,6,2,2,1,1,0,0,0,0,
0,LLC,35,6,2,2,1,1,0,0,0,0,
0,LLC,36,6,2,2,1,1,0,0,0,0,
0,LLC,37,6,2,2,1,1,0,0,0,0,
0,LLC,38,6,2,2,1,1,0,0,0,0,
0,LLC,39,6,2,2,1,1,0,0,0,0,
0,LLC,40,6,2,2,1,1,0,0,0,0,
0,LLC,41,6,2,2,1,1,0,0,0,0,
